File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
C:\Users\sainath\Desktop\freemind\main\XMLElement.java,262,37,36,27,49,12,20,1,7,0,8,3,20,42,201,46,49,1020,27,704,108,37,141,170,65,Data Manipulation Oriented,1,* Needs more comments. 
C:\Users\sainath\Desktop\freemind\main\XMLParseException.java,6,45,31,24,28,26,18,10,5,1,6,7,100,260,159,84,33,390,33,12,8,5,13,11,1,Algorithmic Oriented,0,
C:\Users\sainath\Desktop\freemind\modes\ArrowLinkAdapter.java,36,36,36,27,50,23,14,0,6,0,6,0,9,23,181,49,53,369,26,72,4,3,7,22,0,Data Manipulation Oriented,1,* Needs more comments. 
C:\Users\sainath\Desktop\freemind\modes\attributes\Attribute.java,5,45,30,24,6,39,30,4,6,0,13,2,16,36,197,41,27,442,25,23,5,0,4,4,0,Normal,2,* Needs more comments. * Code structure may be too fragmented. 
C:\Users\sainath\Desktop\freemind\modes\attributes\AttributeController.java,9,48,28,23,0,77,16,0,3,0,2,1,11,66,30,0,31,127,32,16,2,0,2,0,0,Normal,0,
C:\Users\sainath\Desktop\freemind\modes\attributes\AttributeRegistry.java,79,39,34,27,34,29,19,2,8,0,8,0,5,13,174,50,50,395,25,221,16,8,13,5,17,Normal,1,* Needs more comments. 
C:\Users\sainath\Desktop\freemind\modes\attributes\AttributeRegistryComboBoxColumnModel.java,18,43,32,25,22,47,14,2,6,0,8,1,29,60,223,24,49,183,24,40,12,0,12,1,3,Normal,0,
C:\Users\sainath\Desktop\freemind\modes\attributes\AttributeRegistryElement.java,27,43,32,26,17,42,23,0,8,0,10,0,3,7,177,25,40,327,24,92,4,0,3,6,1,Normal,1,* Needs more comments. 
C:\Users\sainath\Desktop\freemind\modes\attributes\AttributeRegistryTableModel.java,32,38,36,26,43,26,15,5,5,1,6,0,8,21,169,59,49,335,25,70,8,0,6,5,39,Data Manipulation Oriented,1,* Needs more comments. 
C:\Users\sainath\Desktop\freemind\modes\attributes\AttributeTableLayoutModel.java,16,39,34,26,27,33,17,2,13,0,7,1,34,72,190,60,44,305,28,37,5,8,13,3,5,Data I/O Oriented,0,
C:\Users\sainath\Desktop\freemind\modes\attributes\AttributeTableModel.java,4,50,28,23,0,76,13,0,4,0,4,3,30,150,54,0,27,100,20,9,3,0,3,0,0,Normal,0,
C:\Users\sainath\Desktop\freemind\modes\attributes\ColumnWidthChangeEvent.java,2,49,29,23,4,61,18,0,3,0,10,5,33,75,174,11,20,163,20,8,4,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\sainath\Desktop\freemind\modes\attributes\ColumnWidthChangeListener.java,1,53,26,21,0,73,10,0,1,0,8,8,75,150,139,0,7,75,15,3,4,0,3,0,0,Normal,0,
C:\Users\sainath\Desktop\freemind\modes\attributes\NodeAttributeTableModel.java,48,39,34,27,33,32,19,0,7,0,7,0,9,21,192,36,46,359,29,116,11,0,11,8,14,Normal,1,* Needs more comments. 
