File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\SetLinkByTextFieldAction.java,94,56,39,6,12,1,26,180,26,173
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\SingleNodeOperation.java,36,6,5,0,3,0,27,169,25,167
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\ToggleChildrenFoldedAction.java,49,20,17,0,8,0,21,148,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\ToggleFoldedAction.java,156,106,71,13,21,0,29,177,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\UnderlinedAction.java,93,55,41,6,13,0,25,175,22,162
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\UndoAction.java,194,134,102,12,18,1,42,198,22,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\UndoPasteHandler.java,84,36,26,4,9,0,39,176,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\UsePlainTextAction.java,67,20,13,1,7,0,40,233,21,162
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\UseRichFormattingAction.java,66,20,13,1,6,0,40,233,21,162
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\AbstractActorXml.java,63,30,22,5,10,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\AbstractXmlAction.java,90,35,25,4,17,0,38,169,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\ActionFactory.java,218,128,94,20,22,0,68,334,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\ActionFilter.java,57,8,5,0,6,0,43,265,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\ActionHandler.java,45,7,6,0,9,0,29,158,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\ActionPair.java,69,25,18,3,12,0,32,161,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\ActorXml.java,41,6,5,0,8,0,27,156,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\PrintActionHandler.java,86,21,15,1,14,0,51,189,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\actions\xml\UndoActionHandler.java,59,27,20,1,8,0,24,151,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\AssignAttributeDialog.java,575,479,368,34,73,0,23,156,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\AttributeManagerDialog.java,310,202,152,4,39,0,69,233,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\AttributeRegistryTable.java,229,159,106,20,25,0,45,199,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\AttributesListener.java,35,6,5,0,6,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\ImportAttributesDialog.java,396,329,234,37,44,0,23,156,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\InsertAttributeActor.java,86,52,35,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\ListDialog.java,342,239,190,20,32,2,71,324,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\MindMapModeAttributeController.java,477,379,231,34,45,0,53,197,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\RegistryAttributeActor.java,75,41,29,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\RegistryAttributeValueActor.java,73,39,27,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\RemoveAttributeActor.java,79,45,33,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\ReplaceAttributeValueActor.java,73,39,26,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\SetAttributeColumnWidthActor.java,76,42,28,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\SetAttributeFontSizeActor.java,68,34,25,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\SetAttributeNameActor.java,79,45,32,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\SetAttributeRestrictedActor.java,81,47,34,6,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\SetAttributeValueActor.java,77,45,32,4,9,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\SetAttributeVisibleActor.java,72,38,27,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\UnregistryAttributeActor.java,87,52,38,6,12,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\attributeactors\UnregistryAttributeValueActor.java,71,37,25,4,11,0,23,155,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\dialogs\IntegerComboProperty.java,78,34,26,3,8,0,36,187,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\dialogs\StylePatternFrame.java,701,527,380,39,107,0,67,287,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\hooks\MindMapHookAdapter.java,59,24,19,3,13,0,22,142,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\hooks\MindMapHookFactory.java,401,261,192,37,35,0,105,455,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\hooks\MindMapNodeHookAdapter.java,43,11,8,1,10,0,22,142,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\hooks\PermanentMindMapNodeHookAdapter.java,59,19,14,2,10,0,30,182,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\listeners\MindMapMouseMotionManager.java,116,67,52,5,22,0,27,175,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\listeners\MindMapNodeDropListener.java,285,176,114,26,32,0,77,524,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\mindmapmode\listeners\MindMapNodeMotionListener.java,248,192,145,22,26,0,30,183,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\schememode\SchemeController.java,144,74,62,6,21,1,49,210,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\schememode\SchemeEdgeModel.java,33,9,7,0,5,0,19,145,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\schememode\SchemeMapModel.java,175,92,74,10,24,5,59,256,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\schememode\SchemeMode.java,84,45,34,6,17,0,22,153,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\schememode\SchemeNodeModel.java,119,82,55,19,11,0,26,172,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\schememode\SchemePopupMenu.java,36,9,7,0,7,0,20,147,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\schememode\SchemeToolBar.java,43,16,14,0,8,0,19,145,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\viewmodes\CommonToggleChildrenFoldedAction.java,57,21,17,0,11,0,25,154,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\modes\viewmodes\ViewControllerAdapter.java,169,98,77,7,24,1,47,228,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\preferences\FreemindPropertyContributor.java,40,6,5,0,6,0,28,168,22,150
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\preferences\FreemindPropertyListener.java,31,4,3,0,2,0,25,166,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\preferences\layout\GrabKeyDialog.java,578,332,231,70,83,22,163,708,21,146
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\preferences\layout\KeyEventTranslator.java,408,245,151,73,30,13,133,646,21,147
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\preferences\layout\KeyEventWorkaround.java,257,179,85,51,16,2,62,310,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\preferences\layout\OptionPanel.java,1333,825,576,36,241,154,267,986,21,142
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\preferences\layout\VariableSizeCardLayout.java,78,37,26,5,7,0,34,206,23,155
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\MapModule.java,103,60,44,9,16,1,27,202,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\ArrowLinkView.java,318,208,139,45,28,7,82,432,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\BezierEdgeView.java,80,43,34,4,12,2,25,185,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\BubbleMainView.java,157,88,68,15,23,0,46,204,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\CloudView.java,222,146,125,20,22,7,54,336,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\ConvexHull.java,158,115,85,34,11,2,32,203,22,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\EdgeView.java,128,74,58,11,20,0,34,191,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\EditNodeBase.java,335,246,175,29,47,3,42,212,22,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\EditNodeDialog.java,337,226,167,14,50,2,61,268,22,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\EditNodeExternalApplication.java,120,59,45,3,14,1,47,252,22,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\EditNodeTextField.java,384,277,208,22,50,10,57,378,22,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\EditNodeWYSIWYG.java,325,215,162,16,32,2,78,299,20,151
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\ForkMainView.java,137,91,69,17,17,0,29,177,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\IndependantMapViewCreator.java,162,116,96,6,18,3,28,182,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\LeftNodeViewLayout.java,90,51,40,5,13,0,26,157,23,151
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\LinearEdgeView.java,73,43,37,5,7,0,23,165,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\MainView.java,365,250,171,50,49,1,66,342,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\MapView.java,1683,1221,868,221,176,11,286,1334,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\MindMapLayout.java,125,72,52,10,18,3,35,208,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\MultipleImage.java,138,74,61,13,14,0,50,264,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\NodeFoldingComponent.java,328,265,206,24,32,0,31,167,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\NodeMotionListenerView.java,108,66,54,5,11,0,31,183,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\NodeView.java,1597,1162,830,267,157,20,278,1249,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\NodeViewFactory.java,206,153,106,33,31,0,22,158,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\NodeViewLayout.java,38,10,8,0,7,0,21,149,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\NodeViewLayoutAdapter.java,395,280,203,45,40,0,75,297,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\NodeViewVisitor.java,25,4,3,0,3,0,18,144,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\PathBBox.java,172,124,94,17,7,0,41,301,25,167
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\RightNodeViewLayout.java,92,53,41,5,13,0,26,157,23,151
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\RootMainView.java,156,95,69,13,23,0,38,191,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\SharpBezierEdgeView.java,121,83,71,5,13,1,25,180,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\SharpLinearEdgeView.java,50,20,18,1,7,0,23,158,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\VerticalRootNodeViewLayout.java,125,82,61,10,13,0,30,183,23,151
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\attributeview\AttributePopupMenu.java,269,186,136,25,24,0,59,222,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\attributeview\AttributeTable.java,567,449,315,79,46,1,72,260,23,151
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\attributeview\AttributeTableCellRenderer.java,95,54,40,11,11,0,30,171,18,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\attributeview\AttributeTableModelDecoratorAdapter.java,108,56,42,5,17,0,35,177,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\attributeview\AttributeView.java,299,216,154,34,33,0,50,205,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\attributeview\AttributeViewScrollPane.java,53,20,15,3,8,0,25,158,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\attributeview\ExtendedAttributeTableModelDecorator.java,134,79,55,17,18,0,37,177,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\freemind\view\mindmapview\attributeview\ReducedAttributeTableModelDecorator.java,155,78,54,15,20,0,57,208,23,156
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\database\DatabaseBasics.java,313,237,180,15,47,0,29,171,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\database\DatabaseConnectionHook.java,150,72,45,3,30,0,48,210,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\database\DatabaseConnector.java,121,77,61,7,12,0,32,177,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\database\DatabaseRegistration.java,113,74,53,16,14,0,25,165,22,152
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\database\DatabaseStarter.java,221,137,99,6,31,0,53,226,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\database\UpdateThread.java,404,332,243,27,38,2,34,206,22,152
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\jabber\JabberStarter.java,47,13,10,0,6,0,28,157,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\jabber\mindmap\JabberListener.java,241,161,106,10,26,9,54,315,18,137
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\jabber\mindmap\JabberSender.java,260,135,97,7,29,1,96,471,25,169
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\jabber\mindmap\MapSharingController.java,525,235,152,16,73,5,217,760,25,169
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\jabber\view\MapSharingWizardView.java,593,319,253,6,111,38,163,754,25,169
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\jabber\view\SpringUtilities.java,223,120,83,12,20,4,83,511,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\ClientCommunication.java,335,235,179,31,18,0,82,341,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\CommunicationBase.java,252,172,128,21,24,0,56,241,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\MindMapClient.java,187,109,79,10,17,0,61,218,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\MindMapMaster.java,429,288,208,21,47,0,94,367,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\ServerCommunication.java,164,122,94,10,9,0,33,203,21,144
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\SocketBasics.java,431,302,224,30,59,0,70,324,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\SocketConnectionHook.java,193,84,53,6,37,0,72,246,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\SocketRegistration.java,113,74,53,16,14,0,25,165,22,152
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\collaboration\socket\TerminateableThread.java,94,51,38,5,10,0,33,203,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\help\FreemindHelpStarter.java,64,25,22,0,9,0,30,172,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\latex\JZoomedHotEqn.java,97,84,68,5,13,0,0,0,0,0
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\latex\LatexNodeHook.java,128,83,65,7,17,0,28,169,20,153
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\AddLinkToMapAction.java,58,21,16,3,7,0,30,167,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\AddMapImageToNodeAction.java,54,19,15,2,9,0,26,158,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\FreeMindMapController.java,2671,2020,1311,232,336,8,315,1235,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\JCursorMapViewer.java,205,134,106,13,27,0,44,188,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\MapDialog.java,1048,714,524,76,122,2,212,500,0,0
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\MapMarkerBase.java,148,87,71,8,18,0,43,202,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\MapMarkerLocation.java,69,30,21,4,13,0,26,169,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\MapNodePositionHolder.java,420,252,182,39,44,0,124,367,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\MapSearchMarkerLocation.java,95,53,43,5,13,0,29,175,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\Registration.java,581,406,282,42,67,1,108,353,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\RemoveMapToNodeAction.java,58,23,19,2,8,0,27,162,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\SearchInMapForNodeTextAction.java,125,73,51,9,14,0,38,193,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\ShowMapToNodeAction.java,68,27,21,4,9,0,32,176,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\map\TileImage.java,222,155,114,28,23,0,44,207,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\script\ScriptEditor.java,192,135,93,16,17,0,40,222,22,158
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\script\ScriptEditorPanel.java,473,343,254,22,62,1,68,290,22,158
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\script\ScriptingEngine.java,345,260,175,28,17,0,68,339,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\script\ScriptingRegistration.java,223,189,123,15,30,0,4,10,3,3
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\script\ScriptingSecurityManager.java,227,156,102,18,42,0,29,168,22,152
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\script\SignedScriptHandler.java,232,181,127,18,17,0,34,199,22,152
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\svg\ExportPdf.java,216,152,113,19,18,0,46,218,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\svg\ExportPdfDialog.java,263,153,132,8,50,2,60,171,3,3
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\svg\ExportPdfPapers.java,105,47,38,5,16,0,42,142,0,0
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\svg\ExportSvg.java,74,38,30,2,11,0,25,154,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\plugins\svg\ExportVectorGraphic.java,174,106,87,6,15,0,53,227,21,148
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\AllTests.java,58,29,25,2,7,0,22,149,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\Base64Tests.java,48,13,11,0,6,0,29,168,22,152
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\DontShowAgainDialogTests.java,120,76,48,8,18,0,26,160,22,154
